,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_annual,tas_annual_unit,tas_IMS_median,tas_IMS_median_un,tmax_annual,tmax_annual_un,tmin_annual,tmin_annual_un,pr_annual,pr_annual_unit,pr_IMS_median,pr_IMS_median_un
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.07,2041,2070,NA,31701.07,,,1.39,deltaC,,,,,,,6,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.08,2041,2070,NA,31701.08,,,2.6,deltaC,,,,,,,13,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.09,2041,2070,NA,31701.09,,,3.9,deltaC,,,,,,,12,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.1,2041,2070,NA,31701.1,,,1.26,deltaC,,,,,,,1,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.11,2041,2070,NA,31701.11,,,3.7,deltaC,,,,,,,8,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.12,2041,2070,NA,31701.12,,,4,deltaC,,,,,,,18,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.13,2041,2070,NA,31701.13,,,2.14,deltaC,,,,,,,-2,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.14,2041,2070,NA,31701.14,,,3.39,deltaC,,,,,,,17,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.15,2041,2070,NA,31701.15,,,4.65,deltaC,,,,,,,17,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.16,2041,2070,NA,31701.16,,,3.23,deltaC,,,,,,,0,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.17,2041,2070,NA,31701.17,,,2.39,deltaC,,,,,,,10,%,,
"Livingston et al., tba",317,St. Lawrence,31701,31701,317.18,2041,2070,NA,31701.18,,,3.25,deltaC,,,,,,,19,%,,
